nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall
-0.28530771355443363,-0.8000458625894654,-0.061866823011933435,-0.7858297405004153,1.0466573177047809,-0.7606048148855501,0.1615635217835701
-0.9074587456358251,0.32219665360530436,-0.633792369630221,1.0518406110128495,-1.7553110743325684,0.882567036907698,1.397056854706551
-0.7451584763972012,0.3525275324213792,-0.5549060873380434,-0.513125961911862,-2.1953766422378753,-0.8271708414285788,0.08798351402668363
-1.3402594636054888,-1.2550090448305882,-0.3576903816075994,0.41610717185292023,1.0982869718616246,-1.177030333867889,0.49910816750734477
-1.2591093289861768,2.506019928362694,3.073862898102126,0.8466192576607279,0.4635112479456311,-0.7434719997733256,-0.6872663290310319
0.47209354289247774,0.5041819265017535,0.11562731214546615,1.1154035695186886,0.9555541224435762,0.6565059201198918,-0.881677369248368
0.14749300441523,0.1402113807088552,0.017019459280244155,2.265614338769318,1.0383086784529347,0.2778600663863073,1.2479979224436162
0.09339291466902205,0.3525275324213792,-0.02242368186584464,0.45029942084604463,0.9015955552273818,0.3160760847479378,0.8396511624500947
-0.42055793791995355,0.8074907146625021,-0.4562982344728214,0.4828486820164764,-1.1870725038749441,-2.034947960322125,1.693754872425978
-0.7722085212703053,-0.49673707442871684,-0.5549060873380434,0.39109758709845627,0.674808976445051,0.16658311209994456,-1.1624409333772467
-0.5287581174123694,0.7468289570303523,0.5495018647524429,-1.5921365180383964,-2.528094084020705,2.631345387346328,-0.2568509636138283
1.8786958762938846,-1.3763325600948877,-0.04214525243888904,0.7715726125481421,0.8636697844984537,0.33023760003187935,-1.3595937468940422
-1.042708970001345,-0.7393841049573157,-0.16047467587715541,-1.1758226543297647,0.8208128076247678,0.15152353019144266,0.140699057476659
0.30979327365385384,-0.13276652863581853,-0.21963938759628862,-0.2814706569922591,0.5117021772039069,1.291313523443887,1.1332417095339593
-0.7181084315240973,-0.8000458625894654,-0.2788040993154218,0.6378605968461517,1.060958570572982,-0.3514876835971552,0.7518509430447894
-0.3935078930468495,0.01888786544455577,-0.04214525243888904,3.3337774941415175,1.053415151868686,0.24015964852104354,2.0067087496248863
-0.4476079827930575,0.17054225952493005,-0.5943492284841322,-0.4466361444986129,-2.2149680897164994,-0.9428254118052557,-0.28655265971505023
-0.3123577584275376,-0.34508268034834255,-0.5549060873380434,0.7308237174113914,-0.45593271037197775,2.033816883978661,-1.134087055407143
1.6622955173090528,0.01888786544455577,-0.6535139402032654,-0.03594890453943885,0.45407131646169613,-0.3873911621811297,-0.4816634063662025
-0.4476079827930575,-0.5573988320608665,-0.535184516764999,0.5523844998350066,0.5037975529136568,0.2678499670108776,-0.8199979378535289
-1.069759014874449,-1.315670802462738,-0.061866823011933435,-0.5944755841603648,0.7627099018578535,-0.10089783869504218,0.10005816209996914
-1.3132094187323848,-0.89103849903769,-0.2788040993154218,0.6409105576554871,-0.7447109938947276,-0.004612996531572011,-0.15818928190985032
-0.014807264823393862,0.17054225952493005,-0.02242368186584464,2.9832081128203285,0.9256458103591163,0.34973353279673175,1.9245158724854103
-0.6640083417778894,-1.346001681278813,-0.3182472404615106,0.060053120049713304,1.0441768197414318,-0.007586088686982666,0.7355445976303475
-1.205009239239969,2.688005201259143,3.034419756956037,0.31409620448883696,0.5158637245325023,-0.32423399376474404,-0.5985640912387581
2.2303464596442364,0.10988050189278034,-0.5746276579110878,-0.4146212755579493,0.20389441877307213,1.8936014175935176,-0.3506709768453151
1.337694978831805,-1.1033546507502139,-0.0027021112928002438,0.8053654228408955,1.0244170682379303,-0.13977662924187706,-1.3929177661268108
